Building Name,Building Type,Latitude,Longitude,Connected Nodes
458185197-2,P;,43.0733707,-89.4096009,458185197-1;6651854-1;316748358-1
295320027-1,P;,43.0734786,-89.4088291,295320027-2;39015625-22
295320027-2,P;,43.0733676,-89.4088343,295320027-1;295320027-3;6655255-5
295320027-3,P;,43.0732747,-89.4088375,295320027-2;295320027-4;128992394-13
295320027-4,P;,43.0732395,-89.4088392,295320027-3;295320027-5;295320002-1;556852939-3;385381147-2
295320027-5,P;,43.0732275,-89.4088398,295320027-4;295320002-1;556852939-3;385381147-2
6655255-1,P;,43.0733543,-89.4073734,6655255-2;119877041-1;889979862-7
6655255-2,P;,43.0733551,-89.4074562,6655255-1;6655255-3;295763908-2
6655255-3,P;,43.0733654,-89.4085888,6655255-2;6655255-4;39015631-1
6655255-4,P;,43.0733673,-89.4087954,6655255-3;6655255-5
6655255-5,P;,43.0733676,-89.4088343,6655255-4;6655255-6;295320027-2
6655255-6,P;,43.0733691,-89.4089956,6655255-5;119876226-1;458185197-1
39015631-1,P;,43.0733654,-89.4085888,39015631-2;6655255-3
39015631-2,P;,43.0734761,-89.4085868,39015631-1;39015631-3;39015625-21
39015631-3,P;,43.0738831,-89.4085781,39015631-2;University Avenue Ramp (Lot 20);310591697-4;310591699-1
313308032-1,P;,43.0739315,-89.408484,313308032-2;University Avenue Ramp (Lot 20);School of Social Work Building;313308033-3
313308032-2,P;,43.0735522,-89.4084852,313308032-1;313308032-3
313308032-3,P;,43.0734751,-89.4084863,313308032-2;39015625-20
310591697-1,P;,43.0739602,-89.4086073,310591697-2;University Avenue Ramp (Lot 20);School of Social Work Building
310591697-2,P;,43.0739483,-89.4086071,310591697-1;310591697-3;University Avenue Ramp (Lot 20);School of Social Work Building
310591697-3,P;,43.0739061,-89.4086047,310591697-2;310591697-4;University Avenue Ramp (Lot 20)
310591697-4,P;,43.0738831,-89.4085781,310591697-3;University Avenue Ramp (Lot 20);39015631-3;310591699-1
310591699-1,P;,43.0738831,-89.4085781,310591699-2;University Avenue Ramp (Lot 20);39015631-3;310591697-4
310591699-2,P;,43.0739082,-89.4085444,310591699-1;310591699-3;University Avenue Ramp (Lot 20);School of Social Work Building
310591699-3,P;,43.073948,-89.4085429,310591699-2;310591699-4;University Avenue Ramp (Lot 20);School of Social Work Building
310591699-4,P;,43.0739598,-89.4085419,310591699-3;University Avenue Ramp (Lot 20);School of Social Work Building
313308033-1,P;,43.073931,-89.4083073,313308033-2;School of Social Work Building;295320029-5
313308033-2,P;,43.0739311,-89.4083662,313308033-1;313308033-3;School of Social Work Building
313308033-3,P;,43.0739315,-89.408484,313308033-2;University Avenue Ramp (Lot 20);School of Social Work Building;313308032-1
39015628-1,P;,43.0740312,-89.4095992,39015628-2;Genetics-Biotechnology Center Building;Taylor Hall;39015627-5
39015628-2,P;,43.0740263,-89.4092619,39015628-1;Genetics-Biotechnology Center Building;Taylor Hall;University Avenue Ramp (Lot 20);305490079-3
305490079-1,P;,43.0742104,-89.4092593,305490079-2;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);265146775-1;265146774-7
305490079-2,P;,43.0741452,-89.4092587,305490079-1;305490079-3;Genetics-Biotechnology Center Building;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);305490078-2
305490079-3,P;,43.0740263,-89.4092619,305490079-2;Genetics-Biotechnology Center Building;Taylor Hall;University Avenue Ramp (Lot 20);39015628-2
305490076-1,P;,43.0742646,-89.4094831,305490076-2;Taylor Hall;305490075-4;305490075-5
305490076-2,P;,43.0742652,-89.4094482,305490076-1;Taylor Hall;McArdle Building
305490078-1,P;,43.0741464,-89.4093163,305490078-2;Genetics-Biotechnology Center Building;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20)
305490078-2,P;,43.0741452,-89.4092587,305490078-1;Genetics-Biotechnology Center Building;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);305490079-2
265146775-1,P;,43.0742104,-89.4092593,265146775-2;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);305490079-1;265146774-7
265146775-2,P;,43.0742098,-89.4091735,265146775-1;265146775-3;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);295320018-1
265146775-3,P;,43.0742046,-89.4085797,265146775-2;McArdle Building;University Avenue Ramp (Lot 20);School of Social Work Building
265146774-1,P;,43.0746132,-89.4095949,265146774-2;Taylor Hall;Stovall Building (Wisconsin State Laboratory of Hygiene);6784613-2
265146774-2,P;,43.0746123,-89.4093453,265146774-1;265146774-3;Taylor Hall;McArdle Building;Nutritional Sciences
265146774-3,P;,43.0745926,-89.4092704,265146774-2;265146774-4;Taylor Hall;McArdle Building;Nutritional Sciences
265146774-4,P;,43.0745516,-89.4092518,265146774-3;265146774-5;Taylor Hall;McArdle Building;Nutritional Sciences
265146774-5,P;,43.0745104,-89.4092527,265146774-4;265146774-6;Taylor Hall;McArdle Building;Nutritional Sciences;295173806-1
265146774-6,P;,43.074377,-89.4092556,265146774-5;265146774-7;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);305490080-2
265146774-7,P;,43.0742104,-89.4092593,265146774-6;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);305490079-1;265146775-1
305490080-1,P;,43.0743772,-89.4093131,305490080-2;Taylor Hall;McArdle Building
305490080-2,P;,43.074377,-89.4092556,305490080-1;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);265146774-6
295173806-1,P;,43.0745104,-89.4092527,295173806-2;Taylor Hall;McArdle Building;Nutritional Sciences;265146774-5
295173806-2,P;,43.0745126,-89.4095952,295173806-1;Taylor Hall;Stovall Building (Wisconsin State Laboratory of Hygiene);39015627-2
295320018-1,P;,43.0742098,-89.4091735,295320018-2;Taylor Hall;McArdle Building;University Avenue Ramp (Lot 20);265146775-2
295320018-2,P;,43.0740455,-89.4091763,295320018-1;295320018-3;Genetics-Biotechnology Center Building;Taylor Hall;University Avenue Ramp (Lot 20)
295320018-3,P;,43.0740408,-89.4083705,295320018-2;School of Social Work Building
295320029-1,P;,43.0746355,-89.408493,295320029-2;McArdle Building;William S. Middleton Office Building
295320029-2,P;,43.0745119,-89.4084964,295320029-1;295320029-3;McArdle Building;School of Social Work Building;William S. Middleton Office Building;39015633-1
295320029-3,P;,43.0743248,-89.4084996,295320029-2;295320029-4;McArdle Building;School of Social Work Building
295320029-4,P;,43.0743241,-89.4082984,295320029-3;295320029-5;School of Social Work Building
295320029-5,P;,43.073931,-89.4083073,295320029-4;School of Social Work Building;313308033-1
39015625-1,P;,43.0750259,-89.4072694,39015625-2;Bardeen Medical Laboratories;39015634-1;385380026-4
39015625-2,P;,43.0750209,-89.4064393,39015625-1;39015625-3;Medical Sciences;Linden & N Charter (EB)
39015625-3,P;,43.0750138,-89.4063929,39015625-2;39015625-4;Medical Sciences;Linden & N Charter (EB)
39015625-4,P;,43.0749988,-89.4063519,39015625-3;39015625-5;Medical Sciences;Linden & N Charter (EB);295598114-1
39015625-5,P;,43.0749686,-89.4063173,39015625-4;39015625-6;Medical Sciences;Linden & N Charter (EB)
39015625-6,P;,43.0749345,-89.4063046,39015625-5;39015625-7;Medical Sciences;Linden & N Charter (EB);597927177-1
39015625-7,P;,43.0747772,-89.4063054,39015625-6;39015625-8;Medical Sciences
39015625-8,P;,43.0742711,-89.4063083,39015625-7;39015625-9
39015625-9,P;,43.0734732,-89.406317,39015625-8;39015625-10;178374287-1
39015625-10,P;,43.0734619,-89.406322,39015625-9;39015625-11;178374291-1;178374287-1
39015625-11,P;,43.0734549,-89.4063369,39015625-10;39015625-12;178374291-1;178374287-1
39015625-12,P;,43.0734535,-89.4063895,39015625-11;39015625-13
39015625-13,P;,43.0734636,-89.4068462,39015625-12;39015625-14;39015638-1
39015625-14,P;,43.0734658,-89.4072712,39015625-13;39015625-15;University & N Orchard (WB);305435202-4
39015625-15,P;,43.0734662,-89.4073495,39015625-14;39015625-16;275761274-1
39015625-16,P;,43.0734664,-89.4074019,39015625-15;39015625-17;275761275-3
39015625-17,P;,43.0734667,-89.407451,39015625-16;39015625-18;295763908-1
39015625-18,P;,43.073469,-89.4079053,39015625-17;39015625-19;39015638-11
39015625-19,P;,43.0734693,-89.4079781,39015625-18;39015625-20
39015625-20,P;,43.0734751,-89.4084863,39015625-19;39015625-21;313308032-3
39015625-21,P;,43.0734761,-89.4085868,39015625-20;39015625-22;39015631-2
39015625-22,P;,43.0734786,-89.4088291,39015625-21;39015625-23;295320027-1
39015625-23,P;,43.0734823,-89.4092008,39015625-22;39015625-24;Genetics-Biotechnology Center Building
39015625-24,P;,43.0734882,-89.4097444,39015625-23;39015625-25;Genetics-Biotechnology Center Building;295320011-1
39015625-25,P;,43.0734929,-89.4100518,39015625-24;39015625-26;246408616-1
39015625-26,P;,43.0734963,-89.4101131,39015625-25;39015625-27;382197540-1
39015625-27,P;,43.0738863,-89.4100996,39015625-26;39015625-28;265146771-7
39015625-28,P;,43.074043,-89.4100982,39015625-27;39015625-29;265146770-7
39015625-29,P;,43.0741607,-89.4100963,39015625-28;39015625-30;305490077-2
39015625-30,P;,43.0743908,-89.4100925,39015625-29;39015625-31;Stovall Building (Wisconsin State Laboratory of Hygiene);265146773-8
39015625-31,P;,43.0745014,-89.4100936,39015625-30;39015625-32;Stovall Building (Wisconsin State Laboratory of Hygiene);265146772-7
39015625-32,P;,43.0745379,-89.410093,39015625-31;39015625-33;Stovall Building (Wisconsin State Laboratory of Hygiene);39015617-3
39015625-33,P;,43.0746024,-89.4100917,39015625-32;39015625-34;Stovall Building (Wisconsin State Laboratory of Hygiene)
39015625-34,P;,43.0747793,-89.4100882,39015625-33;39015625-35;Stovall Building (Wisconsin State Laboratory of Hygiene);432707859-1
39015625-35,P;,43.0750448,-89.4100829,39015625-34;39015625-36;Stovall Building (Wisconsin State Laboratory of Hygiene);385379975-3;295173807-1
39015625-36,P;,43.0750505,-89.4100775,39015625-35;39015625-37;Stovall Building (Wisconsin State Laboratory of Hygiene);385379975-3;295173807-1
39015625-37,P;,43.0750481,-89.4096422,39015625-36;Stovall Building (Wisconsin State Laboratory of Hygiene);39015626-1;385380032-1
295320004-1,P;,43.0745091,-89.4082021,295320004-2;School of Social Work Building;William S. Middleton Office Building;39015633-2
295320004-2,P;,43.0744758,-89.4082034,295320004-1;School of Social Work Building;William S. Middleton Office Building
39015633-1,P;,43.0745119,-89.4084964,39015633-2;McArdle Building;School of Social Work Building;William S. Middleton Office Building;295320029-2
39015633-2,P;,43.0745091,-89.4082021,39015633-1;39015633-3;School of Social Work Building;William S. Middleton Office Building;295320004-1
39015633-3,P;,43.0745094,-89.4079798,39015633-2;School of Social Work Building;Bradley Memorial Building;William S. Middleton Office Building
295763908-1,P;,43.0734667,-89.407451,295763908-2;39015625-17
295763908-2,P;,43.0733551,-89.4074562,295763908-1;295763908-3;6655255-2
295763908-3,P;,43.0732645,-89.4074456,295763908-2;295763908-4;128992394-14
295763908-4,P;,43.0732249,-89.407437,295763908-3;385381147-1;382212457-1;385381146-4
305435202-1,P;,43.0732241,-89.407264,305435202-2;Service Building Annex;295320020-29;385381146-1
305435202-2,P;,43.073263,-89.407265,305435202-1;305435202-3;Service Building Annex;128992394-17
305435202-3,P;,43.0733534,-89.4072679,305435202-2;305435202-4;889979862-5
305435202-4,P;,43.0734658,-89.4072712,305435202-3;University & N Orchard (WB);39015625-14
275761275-1,P;,43.0737113,-89.4073988,275761275-2;Medical Sciences Center;39015638-6
275761275-2,P;,43.0735126,-89.4074013,275761275-1;275761275-3
275761275-3,P;,43.0734664,-89.4074019,275761275-2;39015625-16
39015638-1,P;,43.0734636,-89.4068462,39015638-2;39015625-13
39015638-2,P;,43.0735772,-89.406873,39015638-1;39015638-3
39015638-3,P;,43.0736653,-89.4069848,39015638-2;39015638-4
39015638-4,P;,43.0737045,-89.4071412,39015638-3;39015638-5;Medical Sciences Center
39015638-5,P;,43.0737099,-89.407345,39015638-4;39015638-6;Medical Sciences Center;275761274-2
39015638-6,P;,43.0737113,-89.4073988,39015638-5;39015638-7;Medical Sciences Center;275761275-1
39015638-7,P;,43.0737143,-89.4075121,39015638-6;39015638-8;Medical Sciences Center
39015638-8,P;,43.0737012,-89.4076954,39015638-7;39015638-9;Medical Sciences Center
39015638-9,P;,43.0736457,-89.4078116,39015638-8;39015638-10
39015638-10,P;,43.0735347,-89.407892,39015638-9;39015638-11
39015638-11,P;,43.073469,-89.4079053,39015638-10;39015625-18
275761274-1,P;,43.0734662,-89.4073495,275761274-2;39015625-15
275761274-2,P;,43.0737099,-89.407345,275761274-1;Medical Sciences Center;39015638-5
295598099-1,P;,43.0741407,-89.4079951,295598099-2;School of Social Work Building
295598099-2,P;,43.0742549,-89.4079921,295598099-1;295598099-3;School of Social Work Building
295598099-3,P;,43.0742757,-89.4079667,295598099-2;295598099-4;School of Social Work Building;Bradley Memorial Building
295598099-4,P;,43.0742913,-89.4079159,295598099-3;295598099-5;School of Social Work Building;Bradley Memorial Building
295598099-5,P;,43.0742987,-89.407859,295598099-4;295598099-6;School of Social Work Building;Bradley Memorial Building
295598099-6,P;,43.0743017,-89.4077778,295598099-5;295598099-7;School of Social Work Building;Bradley Memorial Building;899668442-3
295598099-7,P;,43.0742987,-89.4077148,295598099-6;295598099-8;School of Social Work Building;Bradley Memorial Building;Medical Sciences Center
295598099-8,P;,43.0742816,-89.4076823,295598099-7;295598099-9;School of Social Work Building;Bradley Memorial Building;Medical Sciences Center
295598099-9,P;,43.0742483,-89.40766,295598099-8;295598099-10;Bradley Memorial Building;Medical Sciences Center
295598099-10,P;,43.0741593,-89.40766,295598099-9;Medical Sciences Center
295598115-1,P;,43.0747131,-89.4079123,295598115-2;Bradley Memorial Building;William S. Middleton Office Building
295598115-2,P;,43.0747134,-89.4078025,295598115-1;295598115-3;Bradley Memorial Building;William S. Middleton Office Building
295598115-3,P;,43.0745462,-89.4078016,295598115-2;295598115-4;Bradley Memorial Building;William S. Middleton Office Building
295598115-4,P;,43.0745168,-89.4077768,295598115-3;Bradley Memorial Building;899668442-2
899668442-1,P;,43.0745168,-89.4076458,899668442-2;Bradley Memorial Building;899668443-2
899668442-2,P;,43.0745168,-89.4077768,899668442-1;899668442-3;Bradley Memorial Building;295598115-4
899668442-3,P;,43.0743017,-89.4077778,899668442-2;School of Social Work Building;Bradley Memorial Building;295598099-6
899668443-1,P;,43.0745168,-89.4075517,899668443-2;Bradley Memorial Building;295598117-4
899668443-2,P;,43.0745168,-89.4076458,899668443-1;Bradley Memorial Building;899668442-1
305439323-1,P;,43.0749823,-89.4119628,305439323-2;Horticulture;Moore Hall
305439323-2,P;,43.0750178,-89.4119655,305439323-1;Horticulture;Moore Hall;305439324-5
305439324-1,P;,43.0750933,-89.4121184,305439324-2;Horticulture;174311672-20
305439324-2,P;,43.0750629,-89.4120916,305439324-1;305439324-3;Horticulture
305439324-3,P;,43.0750296,-89.4120379,305439324-2;305439324-4;Horticulture;Moore Hall
305439324-4,P;,43.0750217,-89.4120084,305439324-3;305439324-5;Horticulture;Moore Hall
305439324-5,P;,43.0750178,-89.4119655,305439324-4;305439324-6;Horticulture;Moore Hall;305439323-2
305439324-6,P;,43.0750237,-89.411928,305439324-5;305439324-7;Horticulture;Moore Hall
305439324-7,P;,43.0750472,-89.4118716,305439324-6;305439324-8;Horticulture;Moore Hall
305439324-8,P;,43.0750648,-89.4118341,305439324-7;305439324-9;Horticulture;Moore Hall
305439324-9,P;,43.0750899,-89.4118071,305439324-8;Horticulture;Moore Hall;174311672-21
412587818-1,P;,43.0752706,-89.4120823,412587818-2;38953064-5
412587818-2,P;,43.0752682,-89.4117503,412587818-1;412587818-3;412587820-1
412587818-3,P;,43.075268,-89.4117108,412587818-2;412587818-4
412587818-4,P;,43.0753129,-89.411724,412587818-3
412587820-1,P;,43.0752682,-89.4117503,412587820-2;412587818-2
412587820-2,P;,43.075213,-89.4117349,412587820-1;38855267-19
265146778-1,P;,43.0748778,-89.4114174,265146778-2;Moore Hall;Robert M. Bock Laboratories;38856042-3
265146778-2,P;,43.0748772,-89.4113215,265146778-1;Moore Hall;Robert M. Bock Laboratories
38856042-1,P;,43.0751401,-89.4114122,38856042-2;Moore Hall;Robert M. Bock Laboratories;6668763-4
38856042-2,P;,43.0750857,-89.4114135,38856042-1;38856042-3;Moore Hall;Robert M. Bock Laboratories;174311672-23
38856042-3,P;,43.0748778,-89.4114174,38856042-2;38856042-4;Moore Hall;Robert M. Bock Laboratories;265146778-1
38856042-4,P;,43.0747231,-89.4114216,38856042-3;38856042-5;Moore Hall;Robert M. Bock Laboratories
38856042-5,P;,43.0746832,-89.4114144,38856042-4;38856042-6;Moore Hall;Robert M. Bock Laboratories
38856042-6,P;,43.0746354,-89.4113834,38856042-5;38856042-7;Moore Hall;Robert M. Bock Laboratories
38856042-7,P;,43.0746247,-89.4113216,38856042-6;38856042-8;Moore Hall;Robert M. Bock Laboratories
38856042-8,P;,43.0746229,-89.4108617,38856042-7;DeLuca Biochemical Sciences Building;Robert M. Bock Laboratories;Agricultural Engineering;403183155-4
403183156-1,P;,43.0748111,-89.4108676,403183156-2;Robert M. Bock Laboratories;Agricultural Engineering;403183155-6
403183156-2,P;,43.0748532,-89.4108616,403183156-1;403183156-3;Robert M. Bock Laboratories;Agricultural Engineering
403183156-3,P;,43.0748892,-89.4108604,403183156-2;403183156-4;Robert M. Bock Laboratories;Agricultural Engineering
403183156-4,P;,43.0750833,-89.4108592,403183156-3;Robert M. Bock Laboratories;Agricultural Engineering;174311672-25
265146777-1,P;,43.0751397,-89.4113764,265146777-2;Moore Hall;Robert M. Bock Laboratories;6668763-5
265146777-2,P;,43.0752089,-89.4113762,265146777-1;265146777-3;Robert M. Bock Laboratories;38855267-17
265146777-3,P;,43.0754206,-89.4113737,265146777-2
299404792-1,P;,43.075765,-89.4117993,299404792-2;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex;189137174-7
299404792-2,P;,43.0757628,-89.411977,299404792-1;Microbial Sciences Building;Hiram Smith Hall
189137174-1,P;,43.0764245,-89.4119382,189137174-2;Agricultural Heating Station;38953065-6;382201601-1;385379989-1
189137174-2,P;,43.0762806,-89.4118611,189137174-1;189137174-3;Hiram Smith Hall;Agricultural Heating Station
189137174-3,P;,43.0762063,-89.4118268,189137174-2;189137174-4;Hiram Smith Hall;Agricultural Heating Station
189137174-4,P;,43.076174,-89.411828,189137174-3;189137174-5;Hiram Smith Hall;Agricultural Heating Station;403184145-2
189137174-5,P;,43.0760539,-89.4118327,189137174-4;189137174-6;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;299404793-1
189137174-6,P;,43.0759234,-89.4118283,189137174-5;189137174-7;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
189137174-7,P;,43.075765,-89.4117993,189137174-6;189137174-8;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex;299404792-1
189137174-8,P;,43.0757652,-89.4116435,189137174-7;189137174-9;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
189137174-9,P;,43.0757661,-89.4114514,189137174-8;189137174-10;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
189137174-10,P;,43.0757682,-89.4112756,189137174-9;189137174-11;Hiram Smith Hall;Hiram Smith Hall Annex
189137174-11,P;,43.0757642,-89.4112225,189137174-10;189137174-12;Hiram Smith Hall;Hiram Smith Hall Annex;440424680-1
189137174-12,P;,43.0757386,-89.4111979,189137174-11;189137174-13;Hiram Smith Hall;Hiram Smith Hall Annex;295042226-1
189137174-13,P;,43.0756726,-89.4111757,189137174-12;189137174-14;Hiram Smith Hall Annex
189137174-14,P;,43.0756293,-89.4111557,189137174-13;189137174-15;Hiram Smith Hall Annex
189137174-15,P;,43.0755697,-89.4111212,189137174-14;189137174-16;Hiram Smith Hall Annex
189137174-16,P;,43.0754548,-89.4110786,189137174-15;189137174-17
189137174-17,P;,43.0753879,-89.4110581,189137174-16;189137174-18
189137174-18,P;,43.0753456,-89.4110229,189137174-17;189137174-19
189137174-19,P;,43.0753123,-89.410971,189137174-18;189137174-20
189137174-20,P;,43.0752899,-89.4108803,189137174-19;189137174-21
189137174-21,P;,43.0752844,-89.4107618,189137174-20;189137174-22
189137174-22,P;,43.0752666,-89.4106811,189137174-21;189137174-23;Linden & Henry (WB)
189137174-23,P;,43.0752458,-89.4106443,189137174-22;189137174-24;Linden & Henry (WB)
189137174-24,P;,43.0752051,-89.4106393,189137174-23;Linden & Henry (WB);38855267-15
440424680-1,P;,43.0757642,-89.4112225,440424680-2;Hiram Smith Hall;Hiram Smith Hall Annex;189137174-11
440424680-2,P;,43.0758298,-89.4112148,440424680-1;Hiram Smith Hall;Hiram Smith Hall Annex;295598116-10
295598116-1,P;,43.0762016,-89.4114121,295598116-2;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;6590885-5
295598116-2,P;,43.0759131,-89.4114135,295598116-1;295598116-3;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-3,P;,43.0758866,-89.4114135,295598116-2;295598116-4;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-4,P;,43.0758523,-89.4114027,295598116-3;295598116-5;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-5,P;,43.0758337,-89.411388,295598116-4;295598116-6;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-6,P;,43.0758266,-89.4113751,295598116-5;295598116-7;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-7,P;,43.0758241,-89.4113597,295598116-6;295598116-8;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-8,P;,43.0758234,-89.4113113,295598116-7;295598116-9;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-9,P;,43.0758244,-89.4112515,295598116-8;295598116-10;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-10,P;,43.0758298,-89.4112148,295598116-9;295598116-11;Hiram Smith Hall;Hiram Smith Hall Annex;440424680-2
295598116-11,P;,43.0758462,-89.4111737,295598116-10;295598116-12;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-12,P;,43.075902,-89.411146,295598116-11;295598116-13;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-13,P;,43.075934,-89.4111411,295598116-12;295598116-14;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-14,P;,43.0759463,-89.4111392,295598116-13;295598116-15;Hiram Smith Hall;Hiram Smith Hall Annex
295598116-15,P;,43.0759988,-89.4111407,295598116-14;295598116-16;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
295598116-16,P;,43.0760808,-89.4111654,295598116-15;295598116-17;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;King Hall
295598116-17,P;,43.0761437,-89.4111909,295598116-16;295598116-18;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall
295598116-18,P;,43.0761869,-89.4112178,295598116-17;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;6590885-7
38953070-1,P;,43.0760166,-89.4110564,38953070-2;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall;295598113-1
38953070-2,P;,43.0759734,-89.4110376,38953070-1;38953070-3;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
38953070-3,P;,43.0759468,-89.411018,38953070-2;38953070-4;Hiram Smith Hall;Hiram Smith Hall Annex
38953070-4,P;,43.0759224,-89.4109994,38953070-3;38953070-5;Hiram Smith Hall Annex;38953069-7
38953070-5,P;,43.0759024,-89.41098,38953070-4;38953070-6;Hiram Smith Hall Annex
38953070-6,P;,43.075853,-89.4109418,38953070-5;38953070-7;Hiram Smith Hall Annex
38953070-7,P;,43.0757793,-89.4108881,38953070-6;38953070-8;Hiram Smith Hall Annex;295042226-5
38953070-8,P;,43.0756891,-89.4108305,38953070-7;38953070-9
38953070-9,P;,43.0756496,-89.4108137,38953070-8;38953070-10
38953070-10,P;,43.0756277,-89.4108068,38953070-9;38953075-6
432707864-1,P;,43.0747782,-89.4105209,432707864-2;Agricultural Engineering;295173808-3
432707864-2,P;,43.0747785,-89.4105517,432707864-1;Agricultural Engineering
295173808-1,P;,43.0747775,-89.4104271,295173808-2;Agricultural Engineering;Stovall Building (Wisconsin State Laboratory of Hygiene);6719877-3;6719882-1
295173808-2,P;,43.0747779,-89.4104954,295173808-1;295173808-3;Agricultural Engineering;174361011-10
295173808-3,P;,43.0747782,-89.4105209,295173808-2;Agricultural Engineering;432707864-1
6719882-1,P;,43.0747775,-89.4104271,6719882-2;Agricultural Engineering;Stovall Building (Wisconsin State Laboratory of Hygiene);6719877-3;295173808-1
6719882-2,P;,43.074777,-89.4101552,6719882-1;Agricultural Engineering;Stovall Building (Wisconsin State Laboratory of Hygiene);6719885-10
295173810-1,P;,43.0750497,-89.4104897,295173810-2;Agricultural Engineering;174361011-11
295173810-2,P;,43.0750493,-89.4104225,295173810-1;295173810-3;Agricultural Engineering;Linden & Henry (EB);6719877-2
295173810-3,P;,43.0750484,-89.4103805,295173810-2;Agricultural Engineering;Linden & Henry (EB);385379963-1
382211474-1,P;,43.075081,-89.4104897,382211474-2;Agricultural Engineering;Linden & Henry (WB);174311672-26;174361011-12
382211474-2,P;,43.0751312,-89.41049,382211474-1;382211474-3;Agricultural Engineering;Linden & Henry (WB);6668763-7
382211474-3,P;,43.0752037,-89.4104854,382211474-2;Linden & Henry (WB);38855267-13
385379963-1,P;,43.0750484,-89.4103805,385379963-2;Agricultural Engineering;Linden & Henry (EB);295173810-3
385379963-2,P;,43.0750465,-89.4101849,385379963-1;Stovall Building (Wisconsin State Laboratory of Hygiene);Linden & Henry (EB);385379975-1
456466189-1,P;,43.0752041,-89.4103325,456466189-2;Linden & Henry (EB);38855267-12
456466189-2,P;,43.0752446,-89.4103321,456466189-1;295598104-1
456466190-1,P;,43.0752048,-89.4102287,456466190-2;Linden & Henry (EB);38855267-11
456466190-2,P;,43.0752433,-89.4102298,456466190-1;295598102-1
295598104-1,P;,43.0752446,-89.4103321,295598104-2;456466189-2
295598104-2,P;,43.0752665,-89.4103319,295598104-1;295598104-3;403184151-1;456466188-1
295598104-3,P;,43.0752776,-89.4103318,295598104-2;403184151-1;456466188-1
403184151-1,P;,43.0752665,-89.4103319,403184151-2;295598104-2;295598104-3;456466188-1
403184151-2,P;,43.0752673,-89.4102305,403184151-1;295598102-2;295598102-3;456466191-1
456466188-1,P;,43.0752776,-89.4103318,456466188-2;295598104-2;295598104-3;403184151-1
456466188-2,P;,43.075312,-89.4103314,456466188-1;295598101-3
295598102-1,P;,43.0752433,-89.4102298,295598102-2;456466190-2
295598102-2,P;,43.0752673,-89.4102305,295598102-1;295598102-3;403184151-2;456466191-1
295598102-3,P;,43.0752796,-89.4102308,295598102-2;403184151-2;456466191-1
456466191-1,P;,43.0752796,-89.4102308,456466191-2;403184151-2;295598102-2;295598102-3
456466191-2,P;,43.0753099,-89.4102317,456466191-1;Agricultural Hall;295598105-3
432707859-1,P;,43.0747793,-89.4100882,432707859-2;Stovall Building (Wisconsin State Laboratory of Hygiene);39015625-34
432707859-2,P;,43.0747803,-89.4100206,432707859-1;Stovall Building (Wisconsin State Laboratory of Hygiene)
39015626-1,P;,43.0750481,-89.4096422,39015626-2;Stovall Building (Wisconsin State Laboratory of Hygiene);39015625-37;385380032-1
39015626-2,P;,43.0745347,-89.4096442,39015626-1;Taylor Hall;Stovall Building (Wisconsin State Laboratory of Hygiene);39015617-2
