Building Name,Building Type,Latitude,Longitude,Connected Nodes
38855260-1,P;,43.0761214,-89.4007029,38855260-2;38855259-1
38855260-2,P;,43.0761722,-89.4007526,38855260-1;38855260-3;456466185-2
38855260-3,P;,43.0761913,-89.4007948,38855260-2;38855260-4
38855260-4,P;,43.0762021,-89.4008384,38855260-3;38855260-5;456466181-1
38855260-5,P;,43.0762027,-89.4009137,38855260-4;38855260-6;Science Hall;295599881-3
38855260-6,P;,43.0762059,-89.4013652,38855260-5;Radio Hall;Science Hall;385379993-1
295599881-1,P;,43.0763036,-89.4009121,295599881-2;175129204-12;565857333-1
295599881-2,P;,43.076256,-89.4009122,295599881-1;295599881-3;5322585-3
295599881-3,P;,43.0762027,-89.4009137,295599881-2;Science Hall;38855260-5
295599876-1,P;,43.0760784,-89.4008197,295599876-2;Science Hall;102926436-2
295599876-2,P;,43.0760765,-89.400888,295599876-1;Science Hall
456466180-1,P;,43.0761706,-89.4008379,456466180-2;Science Hall;456466181-2
456466180-2,P;,43.0761412,-89.4008374,456466180-1;Science Hall;102926436-1
456466181-1,P;,43.0762021,-89.4008384,456466181-2;38855260-4
456466181-2,P;,43.0761706,-89.4008379,456466181-1;Science Hall;456466180-1
323556066-1,P;,43.075873,-89.4006026,323556066-2;State Cartographer's Office;458185230-4;323556063-6
323556066-2,P;,43.0759644,-89.4006031,323556066-1;323556066-3;298469543-1;565549008-2
323556066-3,P;,43.0761721,-89.4006015,323556066-2;323556066-4;456466221-2
323556066-4,P;,43.0762544,-89.4006013,323556066-3;5322585-1;323556067-1
456466185-1,P;,43.0761722,-89.4007059,456466185-2;456466221-3
456466185-2,P;,43.0761722,-89.4007526,456466185-1;38855260-2
456466221-1,P;,43.0761721,-89.4005148,456466221-2;695814422-4
456466221-2,P;,43.0761721,-89.4006015,456466221-1;456466221-3;323556066-3
456466221-3,P;,43.0761722,-89.4007059,456466221-2;456466185-1
565996208-1,P;,43.0763509,-89.4008143,565996208-2;565996207-2
565996208-2,P;,43.0763036,-89.4008143,565996208-1;175129204-11
565857333-1,P;,43.0763036,-89.4009121,565857333-2;175129204-12;295599881-1
565857333-2,P;,43.0765829,-89.4012839,565857333-1;565857333-3;Helen C White Hall
565857333-3,P;,43.0766469,-89.401282,565857333-2;Helen C White Hall
565996207-1,P;,43.0763931,-89.4008136,565996207-2;606256757-2
565996207-2,P;,43.0763509,-89.4008143,565996207-1;565996208-1
606256757-1,P;,43.0764714,-89.4008164,606256757-2;Helen C White Hall;606256756-2
606256757-2,P;,43.0763931,-89.4008136,606256757-1;565996207-1
456466220-1,P;,43.0763721,-89.4006679,456466220-2;175129204-8
456466220-2,P;,43.076372,-89.4005986,456466220-1;456466220-3;323556067-2
456466220-3,P;,43.0763692,-89.4005132,456466220-2;695814422-2
606256756-1,P;,43.0768904,-89.400805,606256756-2;Memorial Union;565996205-4
606256756-2,P;,43.0764714,-89.4008164,606256756-1;Helen C White Hall;606256757-1
175149561-1,P;,43.0765811,-89.4007576,175149561-2;Helen C White Hall
175149561-2,P;,43.0765811,-89.4006864,175149561-1;175149561-3
175149561-3,P;,43.0765811,-89.4006592,175149561-2;175149561-4;175129204-7
175149561-4,P;,43.0765811,-89.4005936,175149561-3;323556067-3
175149567-1,P;,43.07662,-89.4007559,175149567-2;Helen C White Hall
175149567-2,P;,43.0766197,-89.4007369,175149567-1;175149567-3;Helen C White Hall
175149567-3,P;,43.0766188,-89.400657,175149567-2;175149567-4;175129204-6
175149567-4,P;,43.076618,-89.4005934,175149567-3;Memorial Union;323556067-4
323556067-1,P;,43.0762544,-89.4006013,323556067-2;5322585-1;323556066-4
323556067-2,P;,43.076372,-89.4005986,323556067-1;323556067-3;456466220-2
323556067-3,P;,43.0765811,-89.4005936,323556067-2;323556067-4;175149561-4
323556067-4,P;,43.076618,-89.4005934,323556067-3;323556067-5;Memorial Union;175149567-4
323556067-5,P;,43.0766463,-89.4005932,323556067-4;323556067-6;Memorial Union;565549009-2
323556067-6,P;,43.0767431,-89.400592,323556067-5;323556067-7;Memorial Union;175149568-2
323556067-7,P;,43.0767834,-89.4005919,323556067-6;323556067-8;Memorial Union;175149566-1
323556067-8,P;,43.0769228,-89.4005915,323556067-7;Memorial Union;25841033-1
565549009-1,P;,43.0766478,-89.4006544,565549009-2;Memorial Union;175129204-5
565549009-2,P;,43.0766463,-89.4005932,565549009-1;565549009-3;Memorial Union;323556067-5
565549009-3,P;,43.0766463,-89.4005087,565549009-2;Memorial Union;695814423-2
456466222-1,P;,43.0760386,-89.4004639,456466222-2;456466223-2
456466222-2,P;,43.0760393,-89.4005213,456466222-1;695814422-5
456466223-1,P;,43.0760382,-89.4004348,456466223-2;456466224-2
456466223-2,P;,43.0760386,-89.4004639,456466223-1;456466222-1
456466224-1,P;,43.0760379,-89.4004085,456466224-2;456466225-2
456466224-2,P;,43.0760382,-89.4004348,456466224-1;456466223-1
456466225-1,P;,43.0760375,-89.4003759,456466225-2;456466226-2
456466225-2,P;,43.0760379,-89.4004085,456466225-1;456466224-1
456466226-1,P;,43.0760343,-89.4001224,456466226-2;Memorial Union;456466227-2
456466226-2,P;,43.0760375,-89.4003759,456466226-1;456466225-1
456466227-1,P;,43.0759386,-89.4001223,456466227-2;Langdon & N Park (WB);695814422-10
456466227-2,P;,43.0760343,-89.4001224,456466227-1;456466227-3;Memorial Union;456466226-1
456466227-3,P;,43.0761677,-89.4001227,456466227-2;Memorial Union
298469537-1,P;,43.076034,-89.3998896,298469537-2;Memorial Union;298469550-3
298469537-2,P;,43.0761375,-89.3998887,298469537-1;Memorial Union
695814423-1,P;,43.0768619,-89.4005052,695814423-2;Memorial Union;37965572-9
695814423-2,P;,43.0766463,-89.4005087,695814423-1;695814423-3;Memorial Union;565549009-3
695814423-3,P;,43.0765296,-89.4005106,695814423-2;695814422-1
565472984-1,P;,43.0764565,-89.3999459,565472984-2;Brat Stand;Memorial Union;565472982-4
565472984-2,P;,43.0765329,-89.3999876,565472984-1;Brat Stand;Memorial Union
565472982-1,P;,43.0765636,-89.3998549,565472982-2;Brat Stand;Memorial Union
565472982-2,P;,43.0765188,-89.3998549,565472982-1;565472982-3;Brat Stand;Memorial Union
565472982-3,P;,43.0764902,-89.3999281,565472982-2;565472982-4;Brat Stand;Memorial Union
565472982-4,P;,43.0764565,-89.3999459,565472982-3;565472982-5;Brat Stand;Memorial Union;565472984-1
565472982-5,P;,43.0764067,-89.3999449,565472982-4;Brat Stand;Memorial Union
565996213-1,P;,43.0769867,-89.4009888,565996213-2;Memorial Union;565996212-2
565996213-2,P;,43.0769867,-89.4010477,565996213-1;565996213-3;Helen C White Hall;Memorial Union
565996213-3,P;,43.0769518,-89.4010497,565996213-2;Helen C White Hall;Memorial Union;565996205-2
565996212-1,P;,43.0769867,-89.4009418,565996212-2;Memorial Union;565996211-2
565996212-2,P;,43.0769867,-89.4009888,565996212-1;Memorial Union;565996213-1
565996211-1,P;,43.0769858,-89.4008821,565996211-2;Memorial Union;565996210-2
565996211-2,P;,43.0769867,-89.4009418,565996211-1;Memorial Union;565996212-1
175149568-1,P;,43.0767442,-89.4007507,175149568-2;Memorial Union
175149568-2,P;,43.0767431,-89.400592,175149568-1;Memorial Union;323556067-6
175149566-1,P;,43.0767834,-89.4005919,175149566-2;Memorial Union;323556067-7
175149566-2,P;,43.0767853,-89.4007508,175149566-1;Memorial Union
565996210-1,P;,43.0769867,-89.4008251,565996210-2;Memorial Union;565996209-4
565996210-2,P;,43.0769858,-89.4008821,565996210-1;Memorial Union;565996211-1
37965572-1,P;,43.0771905,-89.4012974,37965572-2
37965572-2,P;,43.0770914,-89.4011441,37965572-1;37965572-3;Memorial Union
37965572-3,P;,43.0770792,-89.4011056,37965572-2;37965572-4;Memorial Union
37965572-4,P;,43.0770747,-89.4008261,37965572-3;37965572-5;Memorial Union
37965572-5,P;,43.0770517,-89.4007031,37965572-4;37965572-6;Memorial Union;565996209-1;565242593-1
37965572-6,P;,43.0770035,-89.4005344,37965572-5;37965572-7;Memorial Union
37965572-7,P;,43.0769804,-89.4004897,37965572-6;37965572-8;Memorial Union;565242594-1
37965572-8,P;,43.0769329,-89.4004851,37965572-7;37965572-9;Memorial Union
37965572-9,P;,43.0768619,-89.4005052,37965572-8;Memorial Union;695814423-1
565996209-1,P;,43.0770517,-89.4007031,565996209-2;Memorial Union;37965572-5;565242593-1
565996209-2,P;,43.0770138,-89.4007301,565996209-1;565996209-3;Memorial Union;25841033-4
565996209-3,P;,43.0769867,-89.4007666,565996209-2;565996209-4;Memorial Union
565996209-4,P;,43.0769867,-89.4008251,565996209-3;Memorial Union;565996210-1
565242593-1,P;,43.0770517,-89.4007031,565242593-2;Memorial Union;37965572-5;565996209-1
565242593-2,P;,43.0771253,-89.4006792,565242593-1;Memorial Union
565950557-1,P;,43.0769357,-89.4003907,565950557-2;Brat Stand;Memorial Union
565950557-2,P;,43.0769359,-89.4004303,565950557-1;565950557-3;Brat Stand;Memorial Union
565950557-3,P;,43.0768595,-89.4004307,565950557-2;Brat Stand;Memorial Union
565242594-1,P;,43.0769804,-89.4004897,565242594-2;Memorial Union;37965572-7
565242594-2,P;,43.0769851,-89.4004597,565242594-1;Memorial Union
565481418-1,P;,43.0768768,-89.3998871,565481418-2;Brat Stand
565481418-2,P;,43.0769122,-89.3999828,565481418-1;Brat Stand
298469539-1,P;,43.0761369,-89.3997921,298469539-2;Memorial Union
298469539-2,P;,43.0760328,-89.3997894,298469539-1;Memorial Union;298469550-4
565476581-1,P;,43.0760597,-89.3993733,565476581-2;565476580-2
565476581-2,P;,43.076083,-89.3993733,565476581-1;565476582-1
565476582-1,P;,43.076083,-89.3993733,565476582-2;565476581-2
565476582-2,P;,43.0761152,-89.3993733,565476582-1;565476582-3;565476583-1
565476582-3,P;,43.0761312,-89.3993733,565476582-2
565472985-1,P;,43.0766023,-89.3996717,565472985-2;Brat Stand;Memorial Union;565242604-8
565472985-2,P;,43.0766042,-89.3998171,565472985-1;Brat Stand;Memorial Union
565242604-1,P;,43.076687,-89.3993794,565242604-2;The BBQ Stand;565242602-7
565242604-2,P;,43.0766603,-89.3993798,565242604-1;565242604-3;The BBQ Stand
565242604-3,P;,43.0766571,-89.3991728,565242604-2;565242604-4;The BBQ Stand;565260961-1
565242604-4,P;,43.0766439,-89.3991724,565242604-3;565242604-5;The BBQ Stand;565260961-1
565242604-5,P;,43.0766296,-89.3991719,565242604-4;565242604-6;The BBQ Stand
565242604-6,P;,43.0766319,-89.3994891,565242604-5;565242604-7;Brat Stand;The BBQ Stand;565871592-1;565871592-2;565871593-2
565242604-7,P;,43.0766302,-89.3996713,565242604-6;565242604-8;Brat Stand;Memorial Union;The BBQ Stand
565242604-8,P;,43.0766023,-89.3996717,565242604-7;565242604-9;Brat Stand;Memorial Union;565472985-1
565242604-9,P;,43.0764076,-89.3996744,565242604-8;Memorial Union
565871592-1,P;,43.0766424,-89.3994884,565871592-2;Brat Stand;The BBQ Stand;565242604-6;565871593-2
565871592-2,P;,43.0766319,-89.3994891,565871592-1;Brat Stand;The BBQ Stand;565242604-6;565871593-2
565871593-1,P;,43.0766687,-89.3994878,565871593-2;Brat Stand;The BBQ Stand;565871590-3
565871593-2,P;,43.0766424,-89.3994884,565871593-1;Brat Stand;The BBQ Stand;565242604-6;565871592-1;565871592-2
565871590-1,P;,43.0767129,-89.3994877,565871590-2;Brat Stand;The BBQ Stand;565871591-2
565871590-2,P;,43.0766874,-89.399488,565871590-1;565871590-3;Brat Stand;The BBQ Stand;565242602-8
565871590-3,P;,43.0766687,-89.3994878,565871590-2;Brat Stand;The BBQ Stand;565871593-1
565476583-1,P;,43.0761152,-89.3993733,565476583-2;565476582-2
565476583-2,P;,43.0761137,-89.399132,565476583-1;565476583-3;565242596-3
565476583-3,P;,43.0761151,-89.3989974,565476583-2;565476583-4;565476586-2
565476583-4,P;,43.0761144,-89.3989663,565476583-3;565476583-5;Armory and Gymnasium
565476583-5,P;,43.0761036,-89.3989227,565476583-4;565476583-6;Armory and Gymnasium
565476583-6,P;,43.0760806,-89.3988946,565476583-5;565476583-7;Armory and Gymnasium
565476583-7,P;,43.0760487,-89.3988858,565476583-6;565476583-8;Armory and Gymnasium
565476583-8,P;,43.0760012,-89.3988872,565476583-7
565476587-1,P;,43.0760001,-89.3991344,565476587-2;565242596-2
565476587-2,P;,43.0759995,-89.3990847,565476587-1;565476587-3
565476587-3,P;,43.0760099,-89.3990747,565476587-2;565476587-4
565476587-4,P;,43.0760192,-89.3990593,565476587-3;565476587-5
565476587-5,P;,43.0760249,-89.3990449,565476587-4;565476587-6
565476587-6,P;,43.0760261,-89.3990305,565476587-5;565476587-7
565476587-7,P;,43.0760468,-89.3990223,565476587-6;565476584-5
565476585-1,P;,43.0760642,-89.3990165,565476585-2;565476584-6
565476585-2,P;,43.0760941,-89.3990049,565476585-1;565476586-1
565476593-1,P;,43.0762228,-89.3991297,565476593-2;565242596-4
565476593-2,P;,43.076214,-89.3991049,565476593-1;565476593-3
565476593-3,P;,43.0762091,-89.3990825,565476593-2;565476593-4
565476593-4,P;,43.0762047,-89.3990523,565476593-3;565476593-5
565476593-5,P;,43.0762032,-89.3990221,565476593-4;565476593-6;Armory and Gymnasium
565476593-6,P;,43.0762041,-89.3989931,565476593-5;565476593-7;Armory and Gymnasium
565476593-7,P;,43.0762079,-89.3989641,565476593-6;Armory and Gymnasium;565476586-3
565476592-1,P;,43.0762767,-89.3991286,565476592-2;565242596-5
565476592-2,P;,43.0762655,-89.3991072,565476592-1;565476592-3
565476592-3,P;,43.0762571,-89.3990858,565476592-2;565476592-4
565476592-4,P;,43.076249,-89.3990516,565476592-3;565476592-5;Armory and Gymnasium
565476592-5,P;,43.0762448,-89.3990174,565476592-4;565476592-6;Armory and Gymnasium
565476592-6,P;,43.0762456,-89.3989834,565476592-5;565476592-7;Armory and Gymnasium;LGBT Campus Center
565476592-7,P;,43.0762493,-89.3989493,565476592-6;Armory and Gymnasium;LGBT Campus Center;565476586-4
565242596-1,P;,43.0759246,-89.399136,565242596-2;695814422-15
565242596-2,P;,43.0760001,-89.3991344,565242596-1;565242596-3;565476587-1
565242596-3,P;,43.0761137,-89.399132,565242596-2;565242596-4;565476583-2
565242596-4,P;,43.0762228,-89.3991297,565242596-3;565242596-5;565476593-1
565242596-5,P;,43.0762767,-89.3991286,565242596-4;565242596-6;565476592-1
565242596-6,P;,43.0763477,-89.3991271,565242596-5;565242596-7;565476589-1
565242596-7,P;,43.0764261,-89.3991255,565242596-6;565242596-8;565476589-27
565242596-8,P;,43.0765142,-89.3991236,565242596-7;565242596-9;The BBQ Stand;565476590-1
565242596-9,P;,43.0765916,-89.399122,565242596-8;565242596-10;The BBQ Stand;565476591-1
565242596-10,P;,43.0766434,-89.3991209,565242596-9;565242596-11;The BBQ Stand;565260961-2
565242596-11,P;,43.0767048,-89.3991197,565242596-10;The BBQ Stand;565242598-1
695814422-1,P;,43.0765296,-89.4005106,695814422-2;695814423-3
695814422-2,P;,43.0763692,-89.4005132,695814422-1;695814422-3;456466220-3
695814422-3,P;,43.0762611,-89.4005153,695814422-2;695814422-4
695814422-4,P;,43.0761721,-89.4005148,695814422-3;695814422-5;456466221-1
695814422-5,P;,43.0760393,-89.4005213,695814422-4;695814422-6;456466222-2
695814422-6,P;,43.0759876,-89.4005235,695814422-5;695814422-7
695814422-7,P;,43.0759634,-89.4005119,695814422-6;695814422-8;565549008-1
695814422-8,P;,43.0759449,-89.4004848,695814422-7;695814422-9;368785301-3
695814422-9,P;,43.0759434,-89.4004561,695814422-8;695814422-10;Langdon & N Park (WB)
695814422-10,P;,43.0759386,-89.4001223,695814422-9;695814422-11;Langdon & N Park (WB);456466227-1
695814422-11,P;,43.075937,-89.4000021,695814422-10;695814422-12;298469550-1
695814422-12,P;,43.0759329,-89.3996927,695814422-11;695814422-13;298469550-6
695814422-13,P;,43.0759283,-89.3993747,695814422-12;695814422-14;565476580-1;556811641-1
695814422-14,P;,43.075928,-89.3993564,695814422-13;695814422-15;565476580-1;556811641-1
695814422-15,P;,43.0759246,-89.399136,695814422-14;695814422-16;565242596-1
695814422-16,P;,43.0759221,-89.3989722,695814422-15;695814422-17;565476584-1
695814422-17,P;,43.0759195,-89.3987986,695814422-16;695814422-18;565476588-2
695814422-18,P;,43.0759188,-89.3987554,695814422-17;695814422-19
695814422-19,P;,43.0759183,-89.3987129,695814422-18;695814422-20;565538228-1
695814422-20,P;,43.0759177,-89.3986762,695814422-19;695814422-21;37965573-10
695814422-21,P;,43.075917,-89.3986504,695814422-20;695814422-22
695814422-22,P;,43.0759136,-89.3983298,695814422-21;695814422-23;37965573-1
695814422-23,P;,43.0759046,-89.3980003,695814422-22;695814422-24;Pyle Center;670954534-1
695814422-24,P;,43.0758917,-89.3974814,695814422-23;695814422-25;Marsha P. Johnson Co-op;Pyle Center
695814422-25,P;,43.075896,-89.3974318,695814422-24;Marsha P. Johnson Co-op;Pyle Center;Langdon St. & N. Lake St.;381198029-3;385377829-1;695814421-1
565476588-1,P;,43.0758377,-89.3987976,565476588-2;323556063-3
565476588-2,P;,43.0759195,-89.3987986,565476588-1;565476588-3;695814422-17
565476588-3,P;,43.07594,-89.3987982,565476588-2;565476588-4
565476588-4,P;,43.0763126,-89.3987915,565476588-3;Armory and Gymnasium;LGBT Campus Center
565538228-1,P;,43.0759183,-89.3987129,565538228-2;695814422-19
565538228-2,P;,43.0762541,-89.3987014,565538228-1;565538228-3;Armory and Gymnasium;LGBT Campus Center
565538228-3,P;,43.0762765,-89.3987181,565538228-2;565538228-4;Armory and Gymnasium;LGBT Campus Center
565538228-4,P;,43.0766318,-89.3987152,565538228-3;Armory and Gymnasium;LGBT Campus Center;565476591-10
565476589-1,P;,43.0763477,-89.3991271,565476589-2;565242596-6
565476589-2,P;,43.0763318,-89.3991175,565476589-1;565476589-3
565476589-3,P;,43.0763159,-89.3991026,565476589-2;565476589-4
565476589-4,P;,43.0763034,-89.3990816,565476589-3;565476589-5
565476589-5,P;,43.0762948,-89.399059,565476589-4;565476589-6;Armory and Gymnasium
565476589-6,P;,43.0762897,-89.3990191,565476589-5;565476589-7;Armory and Gymnasium;LGBT Campus Center
565476589-7,P;,43.0762914,-89.3989792,565476589-6;565476589-8;Armory and Gymnasium;LGBT Campus Center
565476589-8,P;,43.0762957,-89.3989544,565476589-7;565476589-9;Armory and Gymnasium;LGBT Campus Center
565476589-9,P;,43.0763046,-89.3989295,565476589-8;565476589-10;Armory and Gymnasium;LGBT Campus Center;565476586-5
565476589-10,P;,43.076319,-89.3988944,565476589-9;565476589-11;Armory and Gymnasium;LGBT Campus Center
565476589-11,P;,43.0763379,-89.3988632,565476589-10;565476589-12;Armory and Gymnasium;LGBT Campus Center
565476589-12,P;,43.0763569,-89.3988388,565476589-11;565476589-13;Armory and Gymnasium;LGBT Campus Center
565476589-13,P;,43.0763844,-89.3988143,565476589-12;565476589-14;Armory and Gymnasium;LGBT Campus Center
565476589-14,P;,43.0764091,-89.3987992,565476589-13;565476589-15;Armory and Gymnasium;LGBT Campus Center
565476589-15,P;,43.0764383,-89.3987895,565476589-14;565476589-16;Armory and Gymnasium;LGBT Campus Center
565476589-16,P;,43.0764666,-89.3987916,565476589-15;565476589-17;Armory and Gymnasium;LGBT Campus Center
